Date,Price,Open,High,Low,Vol.,Change %
30-Sep-20,"1,231.02","1,212.60","1,239.94","1,212.60",180.81M,1.68%
1-Oct-20,"1,225.24","1,235.33","1,240.56","1,220.51",154.67M,-0.47%
2-Oct-20,"1,214.11","1,218.56","1,226.52","1,209.19",140.54M,-0.91%
5-Oct-20,"1,239.50","1,220.77","1,240.52","1,220.77",142.10M,2.09%
6-Oct-20,"1,223.27","1,241.42","1,243.41","1,222.03",153.48M,-1.31%
7-Oct-20,"1,246.40","1,228.04","1,249.65","1,228.04",147.53M,1.89%
8-Oct-20,"1,252.28","1,248.97","1,256.28","1,248.97",137.80M,0.47%
9-Oct-20,"1,263.33","1,257.65","1,266.97","1,255.96",140.70M,0.88%
12-Oct-20,"1,271.84","1,266.82","1,276.94","1,265.41",139.92M,0.67%
13-Oct-20,"1,262.70","1,270.28","1,271.09","1,259.33",143.20M,-0.72%
14-Oct-20,"1,253.94","1,262.72","1,266.04","1,250.34",142.06M,-0.69%
15-Oct-20,"1,244.88","1,242.52","1,247.12","1,236.23",160.87M,-0.72%
16-Oct-20,"1,257.60","1,247.60","1,266.46","1,247.60",188.18M,1.02%
19-Oct-20,"1,236.95","1,259.39","1,264.46","1,233.32",163.28M,-1.64%
20-Oct-20,"1,238.56","1,238.56","1,249.36","1,237.57",137.07M,0.13%
21-Oct-20,"1,232.76","1,237.81","1,242.38","1,229.93",143.11M,-0.47%
22-Oct-20,"1,251.08","1,234.93","1,253.44","1,234.55",153.36M,1.49%
23-Oct-20,"1,255.97","1,256.41","1,265.22","1,249.08",162.37M,0.39%
26-Oct-20,"1,242.03","1,249.00","1,249.00","1,230.45",166.58M,-1.11%
27-Oct-20,"1,233.48","1,240.06","1,243.54","1,233.02",178.72M,-0.69%
28-Oct-20,"1,193.70","1,220.18","1,220.23","1,192.97",211.68M,-3.23%
29-Oct-20,"1,185.17","1,192.41","1,198.56","1,178.22",196.99M,-0.71%
30-Oct-20,"1,184.32","1,182.32","1,190.17","1,168.75",213.70M,-0.07%
2-Nov-20,"1,205.91","1,196.54","1,208.40","1,193.19",184.93M,1.82%
3-Nov-20,"1,223.30","1,213.50","1,236.28","1,213.50",162.29M,1.44%
4-Nov-20,"1,277.71","1,239.46","1,297.75","1,239.46",310.21M,4.45%
5-Nov-20,"1,280.07","1,284.60","1,295.28","1,277.61",220.48M,0.18%
6-Nov-20,"1,282.04","1,281.68","1,288.33","1,273.17",179.70M,0.15%
9-Nov-20,"1,291.38","1,301.26","1,329.58","1,290.81",469.80M,0.73%
10-Nov-20,"1,295.95","1,297.05","1,300.70","1,281.98",277.52M,0.35%
11-Nov-20,"1,293.81","1,301.19","1,305.32","1,287.91",203.26M,-0.17%
12-Nov-20,"1,288.60","1,290.66","1,296.40","1,280.67",180.59M,-0.40%
13-Nov-20,"1,305.40","1,294.18","1,309.99","1,293.33",171.86M,1.30%
16-Nov-20,"1,302.87","1,309.99","1,314.03","1,296.74",228.62M,-0.19%
17-Nov-20,"1,293.30","1,298.76","1,298.88","1,288.53",295.96M,-0.73%
18-Nov-20,"1,270.51","1,296.54","1,296.82","1,270.40",250.92M,-1.76%
19-Nov-20,"1,268.74","1,270.52","1,271.17","1,260.15",220.89M,-0.14%
20-Nov-20,"1,266.25","1,268.08","1,272.24","1,262.45",244.06M,-0.20%
23-Nov-20,"1,262.42","1,268.81","1,272.34","1,254.54",205.27M,-0.30%
24-Nov-20,"1,266.01","1,264.05","1,274.57","1,262.18",241.40M,0.28%
25-Nov-20,"1,260.66","1,266.19","1,267.77","1,256.24",166.28M,-0.42%
27-Nov-20,"1,272.68","1,263.80","1,274.02","1,262.42",101.69M,0.95%
30-Nov-20,"1,276.31","1,274.21","1,277.71","1,267.47",316.60M,0.29%
1-Dec-20,"1,286.61","1,283.54","1,301.30","1,283.54",241.25M,0.81%
2-Dec-20,"1,296.94","1,288.00","1,299.08","1,288.00",238.32M,0.80%
3-Dec-20,"1,294.77","1,296.72","1,300.32","1,290.02",233.69M,-0.17%
4-Dec-20,"1,308.88","1,294.46","1,308.89","1,293.40",195.29M,1.09%
7-Dec-20,"1,300.77","1,308.51","1,308.61","1,296.23",191.66M,-0.62%
8-Dec-20,"1,310.26","1,300.40","1,311.57","1,298.92",234.52M,0.73%
9-Dec-20,"1,306.48","1,311.95","1,316.01","1,300.26",240.14M,-0.29%
10-Dec-20,"1,303.91","1,305.89","1,310.88","1,301.24",190.62M,-0.20%
11-Dec-20,"1,298.49","1,301.75","1,301.75","1,290.26",204.99M,-0.42%
14-Dec-20,"1,288.29","1,304.48","1,314.42","1,288.11",278.29M,-0.79%
